2,2,2,2,2,2,4,4,4,8,8,8,13,13,13,14,14,14,20,20,20,29,29,29,30,30,30,38,38,38,40,40,40,48,48,48,49,49,49,50,50,50,53,53,53,58,58,58,63,63,63,72,72,72,81,81,81,85,85,85,89,89,89,92,92,92,95,95,95,97,97,97,99,99,99,100,100,100,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102
47,57,3247,3257,6447,6457,37,3237,6437,28,3228,6428,19,3219,6419,84,3284,6484,12,3212,6412,7,3207,6407,96,3296,6496,3,3203,6403,99,3299,6499,1,3201,6401,101,3301,6501,101,3301,6501,101,3301,6501,1,3201,6401,100,3300,6500,97,3297,6497,92,3292,6492,13,3213,6413,85,3285,6485,21,3221,6421,77,3277,6477,29,3229,6429,68,3268,6468,39,3239,6439,39,58,3239,3258,6439,6458,48,49,58,3248,3249,3258,6448,6449,6458
